soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Veikanter,1000,DEKAR,1,1000
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,60,DYREENHETER,260,9000
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,160,DYREENHETER,2,320
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,50,DYREENHETER,260,6000
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,10,2000
2016,19,1933,969298783,1933,56,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,200,DEKAR,1,0
2016,19,1933,969298783,1933,56,2,0,Friluftsliv og tilgjengelighet,Vedlikehold av ferdselsårer i jordbrukslandskapet,Lav tilrettelegging,5,METER,2000,10000
2016,2,238,989390449,238,18,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2016,2,238,989390449,238,18,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,104,DEKAR,2,208
2016,2,238,989390449,238,18,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,166,DEKAR,194,32204
2016,2,238,989390449,238,18,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,"197,6",DEKAR,139,"27466,4"
2016,15,1539,969631172,1539,53,6,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,12,1560
2016,4,417,969895633,417,116,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,29,2030
2016,4,417,969895633,417,116,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,115,DEKAR,25,2875
2016,4,417,969895633,417,116,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,195,DEKAR,21,4095
2016,4,417,969895633,417,116,1,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,50,DEKAR,75,3750
2016,17,1721,999241751,1721,276,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2016,17,1721,999241751,1721,276,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,0,DEKAR,0,0
2016,17,1721,999241751,1721,276,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,81,DEKAR,244,19764
2016,17,1721,999241751,1721,276,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,182,DEKAR,70,12740
2016,6,619,975897672,619,100,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,20,DEKAR,203,1120
2016,6,619,975897672,619,100,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,150,DEKAR,18,2700
2016,14,1445,971366249,1445,13,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,264,DEKAR,8,2112
2016,14,1445,971366249,1445,13,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,399,DEKAR,8,3192
2016,14,1445,971366249,1445,13,4,0,Kulturlandskap,Beite i utmark,Sau/geit,50,ANTALL_DYR,32,1600
2016,12,1253,992431555,1253,37,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,222,DEKAR,23,5106
2016,12,1253,992431555,1253,37,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,27,12420
2016,12,1253,992431555,1253,37,5,0,Kulturlandskap,Beite i utmark,Sau/geit,45,ANTALL_DYR,180,8100
2016,12,1253,992431555,1253,37,5,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,7,METER,251,1757
2016,17,1719,999342345,1719,298,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,263,DEKAR,1,263
2016,17,1719,999342345,1719,298,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Slått,1060,DEKAR,1,1060
2016,17,1719,999342345,1719,298,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,0,DEKAR,5,0
2016,17,1719,999342345,1719,298,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,0,DEKAR,26,0
2016,17,1719,999342345,1719,298,7,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,182,DEKAR,7,1274
2016,17,1702,980934020,1702,350,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2016,17,1702,980934020,1702,350,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,0,DEKAR,45,0
2016,17,1702,980934020,1702,350,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,0,DEKAR,101,0
2016,17,1702,980934020,1702,350,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,182,DEKAR,41,7462
2016,16,1624,983943756,1624,56,28,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2016,16,1624,983943756,1624,56,28,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,75,DEKAR,84,6300
2016,18,1827,969706865,1827,2,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,14,14000
2016,15,1528,980424146,1528,38,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,18,2340
2016,15,1528,980424146,1528,38,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2016,11,1130,999035485,1130,62,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,500,DYREENHETER,25,12500
2016,16,1630,970978976,1630,62,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,600,ANTALL,1,600
2016,11,1114,997383982,1114,64,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,55,DEKAR,23,1265
2016,5,513,969750724,513,93,3,0,Plantevernmidler,Hypping/radrensing,Hypping/radrensing,200,DEKAR,64,12800
2016,12,1235,969478404,1235,224,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,222,DEKAR,23,5106
